1,Tinny,10.50.6.9,2,2,-12,1000,-12,240.67013549804688,0.23595577478408813,7.009523868560791,1425.5128173828125,1.323602318763733,9.447619438171387,220,0.7099999785423279,2.133333444595337,4328.3671875,,,,,,,b450fef0c7de002dad664e94d324d740
2,Muddy,10.50.6.9,2,2,6.095238208770752,114.77664184570312,3.6571428775787354,192.0361328125,0.23595577478408813,-12,915.8287963867188,1.323602318763733,-2.133333444595337,444.7221984863281,0.7100000381469727,-12,2857.142822265625,,,,,,,30bfc12d45beadfd2a4bb1af848f93f4
3,Tubby,10.255.52.254,2,2,7.619048118591309,242.8531494140625,-12,202.7273712158203,0.7099999785423279,-12,643.9811401367188,0.7099999785423279,-12,6267.70263671875,0.7099999785423279,-11.276190757751465,2064.217529296875,,,,,,,2b27c601a0e56bf62f1f8dcb465ebc5a
4,"bass boost",86.132.205.179,2,2,12,95.8125,-12,940.9769897460938,0.7099999785423279,0,1000,0.7099999785423279,0,3300,0.7099999785423279,-12,580,,,,,,,4056dc2f3cbec73645c0f9a2c6c9378b
5,"bass ",86.132.205.179,2,2,12,95.8125,-12,940.9769897460938,0.7099999785423279,-12,4700,0.7099999785423279,0,3300,0.7099999785423279,-12,580,,,,,,,cb9b914ba3f618ed44ccbeb605aa6178
6,bassy,86.132.205.179,2,2,12,95.8125,-12,940.9769897460938,0.7099999785423279,-12,4700,0.7099999785423279,0,3300,0.7099999785423279,-12,580,,,,,,,21c0837840ab2ad79707a80431721f25
7,radio,86.132.205.179,2,2,-12,547.3749389648438,-4.876190662384033,1067.7779541015625,0.7099999785423279,12,1560.2236328125,0.7099999785423279,-1.523809552192688,3016.208251953125,0.7099999785423279,-12,11170.9150390625,,,,,,,15413a53b75ff07090028af53e5412ac
8,muddy,86.132.205.179,2,2,12,238.5067138671875,-7.923810005187988,2935.598388671875,0.7099999785423279,-12,1020.6412353515625,0.7099999785423279,-1.523809552192688,3016.208251953125,0.7099999785423279,6.704761981964111,7373.88916015625,,,,,,,2a1018b0f73e75cd82e0b5a0b46dc345
9,boxy,86.132.205.179,2,2,-10.971428871154785,273.1015319824219,-7.923810005187988,2935.598388671875,0.7099999785423279,9.142857551574707,667.6661987304688,0.7099999785423279,-1.523809552192688,3016.208251953125,0.7099999785423279,6.704761981964111,7373.88916015625,,,,,,,015903273ebf2adf5faf78de0813bd49
10,boxed,86.132.205.179,2,2,-10.971428871154785,273.1015319824219,2.7428572177886963,1546.1986083984375,0.7099999785423279,9.142857551574707,667.6661987304688,0.7099999785423279,-1.523809552192688,3016.208251953125,0.7099999785423279,-12,4250.900390625,,,,,,,b4a515c552e43be6966c79503c064600
11,bastard,86.132.205.179,2,2,12,172.31541442871094,2.7428572177886963,1546.1986083984375,0.7099999785423279,9.142857551574707,667.6661987304688,0.7099999785423279,-1.523809552192688,3016.208251953125,0.7099999785423279,-12,4250.900390625,,,,,,,7803e7c7bbec5726fa4d38ae234ecb75
12,bastard,86.132.205.179,2,2,12,172.31541442871094,2.7428572177886963,1546.1986083984375,0.7099999785423279,9.142857551574707,667.6661987304688,0.7099999785423279,-1.523809552192688,3016.208251953125,0.7099999785423279,-12,4250.900390625,blues,keyboard,,,,,9e45020b7d66dc5ae5a703382793d073
13,mid,86.132.205.179,2,2,5.180952548980713,147.7942352294922,2.7428572177886963,1546.1986083984375,0.7099999785423279,-0.3047619163990021,552.3399658203125,0.7099999785423279,7.923810005187988,3613.205810546875,0.7099999785423279,-12,4250.900390625,blues,keyboard,,,,,45411008eb3bee6eae555ebb57da3d05
14,big,86.132.205.179,2,2,12,1000,2.7428572177886963,1546.1986083984375,0.7099999785423279,-0.3047619163990021,552.3399658203125,0.7099999785423279,-12,2259.28564453125,0.7099999785423279,-12,4250.900390625,blues,keyboard,,,,,2c5110da0c04d7c60ba93b1b9c31048a
15,tinny,86.132.205.179,2,2,-7.314286231994629,384.89630126953125,2.7428572177886963,1546.1986083984375,0.7099999785423279,-0.3047619163990021,552.3399658203125,0.7099999785423279,12,2610.455078125,0.7099999785423279,-2.133333444595337,5138.47021484375,blues,keyboard,,,,,61de9b69e6d5d6172800fac8e42e2d3b
16,thin,86.132.205.179,2,2,-7.314286231994629,384.89630126953125,2.7428572177886963,1546.1986083984375,0.7099999785423279,-0.3047619163990021,552.3399658203125,0.7099999785423279,7.314286231994629,2682.136962890625,0.7099999785423279,5.485714435577393,6324.5546875,blues,keyboard,,,,,b27615a8d7c2dd728e6a4a240443a425
17,thin,86.132.205.179,2,2,-7.314286231994629,384.89630126953125,2.7428572177886963,1546.1986083984375,0.7099999785423279,-9.447619438171387,899.4378662109375,0.7099999785423279,7.314286231994629,2682.136962890625,0.7099999785423279,5.485714435577393,6324.5546875,blues,keyboard,,,,,6de092f4af07a9bd5b0bc0df97397d16
18,good,86.132.205.179,2,2,9.447619438171387,321.30120849609375,2.7428572177886963,1546.1986083984375,0.7099999785423279,-9.447619438171387,899.4378662109375,0.7099999785423279,7.314286231994629,2682.136962890625,0.7099999785423279,5.485714435577393,6324.5546875,blues,keyboard,,,,,3a0eecf98ca2f14300611e1db0dd805d
19,nice,86.132.205.179,2,2,9.447619438171387,321.30120849609375,2.7428572177886963,1546.1986083984375,0.7099999785423279,-9.447619438171387,180,0.7099999785423279,7.314286231994629,2682.136962890625,0.7099999785423279,5.485714435577393,6324.5546875,blues,keyboard,,,,,6e237e08dd0d3daceeb122a539ad9c74
